Name,Light_Years_From_Earth,Planet_Mass,Stellar_Magnitude,Discovery_Date 
HD 221585 b,182,1.61 Jupiters,7.465,2016
HD 222076 b,298,1.56 Jupiters,7.459,2016
HD 222155 b,165,2.12 Jupiters,7.114,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,5.97 Jupiters,8.06,2016
HD 224693 b,306,0.7 Jupiters,8.23,2006
HD 22781 b,106,13.65 Jupiters,8.766,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,307,1.527 Jupiters,8.576,2006
HD 221420 b,102,9.7 Jupiters,5.81,2019
HD 221585 b,182,1.61 Jupiters,7.465,2016
HD 222076 b,298,1.56 Jupiters,7.459,2016
HD 222155 b,165,2.12 Jupiters,7.114,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,5.97 Jupiters,8.06,2016
HD 224693 b,306,0.7 Jupiters,8.23,2006
HD 22781 b,106,13.65 Jupiters,8.766,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,307,1.527 Jupiters,8.576,2006
HD 221420 b,102,9.7 Jupiters,5.81,2019
HD 221585 b,182,1.61 Jupiters,7.465,2016
HD 222076 b,298,1.56 Jupiters,7.459,2016
HD 222155 b,165,2.12 Jupiters,7.114,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,5.97 Jupiters,8.06,2016
HD 224693 b,306,0.7 Jupiters,8.23,2006
HD 22781 b,106,13.65 Jupiters,8.766,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,307,1.527 Jupiters,8.576,2006
HD 231701 b,356,1.13 Jupiters,8.97,2007
HD 233604 b,2833,6.575 Jupiters,10.406,2013
HD 233832 b,192,1.78 Jupiters,10.146,2018
HD 23472 b,127,17.92 Earths,9.724,2019
HD 23472 c,127,17.18 Earths,9.724,2019
HD 23596 b,170,9.03 Jupiters,7.244,2003
HD 238090 b,50,6.89 Earths,9.79,2020
HD 238914 b,1720,6 Jupiters,8.79,2018
HD 240210 b,466,5.21 Jupiters,8.33,2009
HD 240237 b,3126,15.89 Jupiters,8.19,2011
HD 231701 b,356,1.13 Jupiters,8.97,2007
HD 233604 b,2833,6.575 Jupiters,10.406,2013
HD 233832 b,192,1.78 Jupiters,10.146,2018
HD 23472 b,127,17.92 Earths,9.724,2019
HD 23472 c,127,17.18 Earths,9.724,2019
HD 23596 b,170,9.03 Jupiters,7.244,2003
HD 238090 b,50,6.89 Earths,9.79,2020
HD 238914 b,1720,6 Jupiters,8.79,2018
HD 240210 b,466,5.21 Jupiters,8.33,2009
HD 240237 b,3126,15.89 Jupiters,8.19,2011
HD 231701 b,356,1.13 Jupiters,8.97,2007
HD 233604 b,2833,6.575 Jupiters,10.406,2013
HD 233832 b,192,1.78 Jupiters,10.146,2018
HD 23472 b,127,17.92 Earths,9.724,2019
HD 23472 c,127,17.18 Earths,9.724,2019
HD 23596 b,170,9.03 Jupiters,7.244,2003
HD 238090 b,50,6.89 Earths,9.79,2020
HD 238914 b,1720,6 Jupiters,8.79,2018
HD 240210 b,466,5.21 Jupiters,8.33,2009
HD 240237 b,3126,15.89 Jupiters,8.19,2011
HD 231701 b,356,1.13 Jupiters,8.97,2007
HD 233604 b,2833,6.575 Jupiters,10.406,2013
HD 233832 b,192,1.78 Jupiters,10.146,2018
HD 23472 b,127,17.92 Earths,9.724,2019
HD 23472 c,127,17.18 Earths,9.724,2019
HD 23596 b,170,9.03 Jupiters,7.244,2003
HD 238090 b,50,6.89 Earths,9.79,2020
HD 238914 b,1720,6 Jupiters,8.79,2018
HD 240210 b,466,5.21 Jupiters,8.33,2009
HD 240237 b,3126,15.89 Jupiters,8.19,2011
HD 231701 b,356,1.13 Jupiters,8.97,2007
HD 233604 b,2833,6.575 Jupiters,10.406,2013
HD 233832 b,192,1.78 Jupiters,10.146,2018
HD 23472 b,127,17.92 Earths,9.724,2019
HD 23472 c,127,17.18 Earths,9.724,2019
HD 23596 b,170,9.03 Jupiters,7.244,2003
HD 238090 b,50,6.89 Earths,9.79,2020
HD 238914 b,1720,6 Jupiters,8.79,2018
HD 240210 b,466,5.21 Jupiters,8.33,2009
HD 240237 b,3126,15.89 Jupiters,8.19,2011
HD 231701 b,356,1.13 Jupiters,8.97,2007
HD 233604 b,2833,6.575 Jupiters,10.406,2013
HD 233832 b,192,1.78 Jupiters,10.146,2018
HD 23472 b,127,17.92 Earths,9.724,2019
HD 23472 c,127,17.18 Earths,9.724,2019
HD 23596 b,170,9.03 Jupiters,7.244,2003
HD 238090 b,50,6.89 Earths,9.79,2020
HD 238914 b,1720,6 Jupiters,8.79,2018
HD 240210 b,466,5.21 Jupiters,8.33,2009
HD 240237 b,3126,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.493,2006
HD 24064 b,988,12.89 Jupiters,6.75,2015
HD 24085 b,179,11.8 Earths,7.564,2019
HD 25015 b,122,4.48 Jupiters,8.87,2019
HD 25171 b,182,0.915 Jupiters,7.782,2010
HD 2638 b,180,0.42 Jupiters,9.375,2005
HD 2685 b,646,1.17 Jupiters,9.52,2019
HD 26965 b,16,8.47 Earths,4.43,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.243,2012
HD 24040 b,152,3.86 Jupiters,7.493,2006
HD 24064 b,988,12.89 Jupiters,6.75,2015
HD 24085 b,179,11.8 Earths,7.564,2019
HD 25015 b,122,4.48 Jupiters,8.87,2019
HD 25171 b,182,0.915 Jupiters,7.782,2010
HD 2638 b,180,0.42 Jupiters,9.375,2005
HD 2685 b,646,1.17 Jupiters,9.52,2019
HD 26965 b,16,8.47 Earths,4.43,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.243,2012
HD 24040 b,152,3.86 Jupiters,7.493,2006
HD 24064 b,988,12.89 Jupiters,6.75,2015
HD 24085 b,179,11.8 Earths,7.564,2019
HD 25015 b,122,4.48 Jupiters,8.87,2019
HD 25171 b,182,0.915 Jupiters,7.782,2010
HD 2638 b,180,0.42 Jupiters,9.375,2005
HD 2685 b,646,1.17 Jupiters,9.52,2019
HD 26965 b,16,8.47 Earths,4.43,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.243,2012
HD 24040 b,152,3.86 Jupiters,7.493,2006
HD 24064 b,988,12.89 Jupiters,6.75,2015
HD 24085 b,179,11.8 Earths,7.564,2019
HD 25015 b,122,4.48 Jupiters,8.87,2019
HD 25171 b,182,0.915 Jupiters,7.782,2010
HD 2638 b,180,0.42 Jupiters,9.375,2005
HD 2685 b,646,1.17 Jupiters,9.52,2019
HD 26965 b,16,8.47 Earths,4.43,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.243,2012
HD 27894 b,143,0.665 Jupiters,9.349,2005
HD 27894 c,143,0.162 Jupiters,9.349,2017
HD 27894 d,143,5.415 Jupiters,9.349,2017
HD 28185 b,129,5.9 Jupiters,7.81,2001
HD 28254 b,178,1.16 Jupiters,7.684,2010
HD 285507 b,147,0.98 Jupiters,10.267,2013
HD 285968 b,31,8.4 Earths,10.038,2008
HD 28678 b,623,1.542 Jupiters,8.38,2011
HD 29021 b,101,2.4 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 3167 b,154,5.02 Earths,8.94,2016
HD 3167 c,154,9.8 Earths,8.94,2016
HD 3167 d,154,6.9 Earths,8.94,2017
HD 32518 b,400,3.04 Jupiters,6.421,2009
HD 32963 b,124,0.7 Jupiters,7.6,2015
HD 330075 b,148,0.48 Jupiters,9.334,2004
HD 33142 b,397,1.385 Jupiters,7.96,2011
HD 33142 c,397,5.97 Jupiters,7.96,2018
HD 332231 b,264,0.244 Jupiters,8.56,2020
HD 33283 b,294,0.329 Jupiters,8.05,2006
HD 3167 b,154,5.02 Earths,8.94,2016
HD 3167 c,154,9.8 Earths,8.94,2016
HD 3167 d,154,6.9 Earths,8.94,2017
HD 32518 b,400,3.04 Jupiters,6.421,2009
HD 32963 b,124,0.7 Jupiters,7.6,2015
HD 330075 b,148,0.48 Jupiters,9.334,2004
HD 33142 b,397,1.385 Jupiters,7.96,2011
HD 33142 c,397,5.97 Jupiters,7.96,2018
HD 332231 b,264,0.244 Jupiters,8.56,2020
HD 33283 b,294,0.329 Jupiters,8.05,2006
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 33564 b,68,9.1 Jupiters,5.08,2005
HD 33844 b,346,2.01 Jupiters,7.286,2015
HD 33844 c,346,1.75 Jupiters,7.286,2015
HD 34445 b,151,0.82 Jupiters,7.328,2009
HD 34445 c,151,0.168 Jupiters,7.328,2017
HD 34445 d,151,30.7 Earths,7.328,2017
HD 34445 e,151,16.8 Earths,7.328,2017
HD 34445 f,151,37.9 Earths,7.328,2017
HD 34445 g,151,0.38 Jupiters,7.328,2017
HD 35759 b,236,3.76 Jupiters,7.74,2016
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 3651 b,36,0.228 Jupiters,5.86,2003
HD 37124 b,103,0.675 Jupiters,7.7,2002
HD 37124 c,103,0.652 Jupiters,7.7,2002
HD 37124 d,103,0.696 Jupiters,7.7,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 38283 b,124,0.4 Jupiters,6.696,2010
HD 38529 b,138,0.797 Jupiters,5.95,2000
HD 38529 c,138,12.99 Jupiters,5.95,2000
HD 38801 b,299,9.698 Jupiters,8.224,2009
HD 39091 b,60,12.9 Jupiters,5.67,2001
HD 39855 b,76,8.5 Earths,7.47,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,382,2.7 Jupiters,6.423,2017
HD 40979 b,111,4.67 Jupiters,6.735,2002
HD 41004 A b,140,2.54 Jupiters,8.65,2004
HD 39091 b,60,12.9 Jupiters,5.67,2001
HD 39855 b,76,8.5 Earths,7.47,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,382,2.7 Jupiters,6.423,2017
HD 40979 b,111,4.67 Jupiters,6.735,2002
HD 41004 A b,140,2.54 Jupiters,8.65,2004
HD 41004 B b,140,18.37 Jupiters,,2003
HD 4113 b,137,1.56 Jupiters,7.881,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,266,2.23 Jupiters,8.687,2001
HD 4203 c,266,2.17 Jupiters,8.687,2014
HD 4208 b,112,0.81 Jupiters,7.795,2001
HD 42618 b,79,14.4 Earths,6.839,2016
HD 4308 b,72,15.8915 Earths,6.56,2005
HD 4313 b,446,1.927 Jupiters,7.83,2009
HD 43197 b,184,0.6 Jupiters,8.98,2010
HD 41004 B b,140,18.37 Jupiters,,2003
HD 4113 b,137,1.56 Jupiters,7.881,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,266,2.23 Jupiters,8.687,2001
HD 4203 c,266,2.17 Jupiters,8.687,2014
HD 4208 b,112,0.81 Jupiters,7.795,2001
HD 42618 b,79,14.4 Earths,6.839,2016
HD 4308 b,72,15.8915 Earths,6.56,2005
HD 4313 b,446,1.927 Jupiters,7.83,2009
HD 43197 b,184,0.6 Jupiters,8.98,2010
HD 41004 B b,140,18.37 Jupiters,,2003
HD 4113 b,137,1.56 Jupiters,7.881,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,266,2.23 Jupiters,8.687,2001
HD 4203 c,266,2.17 Jupiters,8.687,2014
HD 4208 b,112,0.81 Jupiters,7.795,2001
HD 42618 b,79,14.4 Earths,6.839,2016
HD 4308 b,72,15.8915 Earths,6.56,2005
HD 4313 b,446,1.927 Jupiters,7.83,2009
HD 43197 b,184,0.6 Jupiters,8.98,2010
HD 43691 b,280,2.55 Jupiters,8.03,2007
HD 44219 b,164,0.58 Jupiters,7.69,2010
HD 45184 b,71,12.19 Earths,6.37,2019
HD 45184 c,71,8.81 Earths,6.37,2019
HD 45350 b,153,1.79 Jupiters,7.885,2004
HD 45364 b,112,0.1872 Jupiters,8.062,2008
HD 45364 c,112,0.6579 Jupiters,8.062,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.912,2000
HD 47186 b,122,22.2481 Earths,7.626,2008
HD 43691 b,280,2.55 Jupiters,8.03,2007
HD 44219 b,164,0.58 Jupiters,7.69,2010
HD 45184 b,71,12.19 Earths,6.37,2019
HD 45184 c,71,8.81 Earths,6.37,2019
HD 45350 b,153,1.79 Jupiters,7.885,2004
HD 45364 b,112,0.1872 Jupiters,8.062,2008
HD 45364 c,112,0.6579 Jupiters,8.062,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.912,2000
HD 47186 b,122,22.2481 Earths,7.626,2008
HD 43691 b,280,2.55 Jupiters,8.03,2007
HD 44219 b,164,0.58 Jupiters,7.69,2010
HD 45184 b,71,12.19 Earths,6.37,2019
HD 45184 c,71,8.81 Earths,6.37,2019
HD 45350 b,153,1.79 Jupiters,7.885,2004
HD 45364 b,112,0.1872 Jupiters,8.062,2008
HD 45364 c,112,0.6579 Jupiters,8.062,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.912,2000
HD 47186 b,122,22.2481 Earths,7.626,2008
HD 50499 b,151,1.636 Jupiters,7.207,2005
HD 50499 c,151,2.93 Jupiters,7.207,2019
HD 50554 b,102,4.954 Jupiters,6.84,2002
HD 51608 b,114,12.77 Earths,8.17,2019
HD 51608 c,114,14.31 Earths,8.17,2019
HD 52265 b,98,1.21 Jupiters,6.3,2000
HD 5319 b,397,1.556 Jupiters,8.05,2007
HD 5319 c,397,1.053 Jupiters,8.05,2014
HD 55696 b,255,3.87 Jupiters,7.95,2018
HD 5583 b,721,5.78 Jupiters,7.6,2016
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.718,2019
HD 6434 b,138,0.49 Jupiters,7.71,2003
HD 65216 b,115,1.295 Jupiters,7.964,2003
HD 65216 c,115,2.03 Jupiters,7.964,2013
HD 66141 b,222,6 Jupiters,4.38,2012
HD 66428 b,174,3.204 Jupiters,8.246,2005
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,168,1.68 Jupiters,8.45,2009
HD 80653 b,358,5.6 Earths,9.452,2020
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.393,2007
HD 81817 b,877,27.1 Jupiters,4.3,2020
HD 82886 b,416,2.33 Jupiters,7.78,2011
HD 82943 b,90,1.681 Jupiters,6.53,2003
HD 82943 c,90,1.959 Jupiters,6.53,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,134,0.34 Jupiters,8.222,2002
HD 8535 b,171,0.68 Jupiters,7.7,2010
HD 80653 b,358,5.6 Earths,9.452,2020
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.393,2007
HD 81817 b,877,27.1 Jupiters,4.3,2020
HD 82886 b,416,2.33 Jupiters,7.78,2011
HD 82943 b,90,1.681 Jupiters,6.53,2003
HD 82943 c,90,1.959 Jupiters,6.53,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,134,0.34 Jupiters,8.222,2002
HD 8535 b,171,0.68 Jupiters,7.7,2010
HD 80653 b,358,5.6 Earths,9.452,2020
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.393,2007
HD 81817 b,877,27.1 Jupiters,4.3,2020
HD 82886 b,416,2.33 Jupiters,7.78,2011
HD 82943 b,90,1.681 Jupiters,6.53,2003
HD 82943 c,90,1.959 Jupiters,6.53,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,134,0.34 Jupiters,8.222,2002
HD 8535 b,171,0.68 Jupiters,7.7,2010
HD 80653 b,358,5.6 Earths,9.452,2020
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.393,2007
HD 81817 b,877,27.1 Jupiters,4.3,2020
HD 82886 b,416,2.33 Jupiters,7.78,2011
HD 82943 b,90,1.681 Jupiters,6.53,2003
HD 82943 c,90,1.959 Jupiters,6.53,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,134,0.34 Jupiters,8.222,2002
HD 8535 b,171,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.526,2009
HD 85512 b,37,3.1783 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.112,2002
HD 86081 b,340,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.932,2009
HD 86226 c,149,7.25 Earths,7.932,2020
HD 86264 b,222,7 Jupiters,7.407,2009
HD 8673 b,124,14.2 Jupiters,6.31,2009
HD 86950 b,689,3.6 Jupiters,7.459,2016
HD 87646 b,441,12.4 Jupiters,8,2016
HD 85390 b,109,31.46517 Earths,8.526,2009
HD 85512 b,37,3.1783 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.112,2002
HD 86081 b,340,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.932,2009
HD 86226 c,149,7.25 Earths,7.932,2020
HD 86264 b,222,7 Jupiters,7.407,2009
HD 8673 b,124,14.2 Jupiters,6.31,2009
HD 86950 b,689,3.6 Jupiters,7.459,2016
HD 87646 b,441,12.4 Jupiters,8,2016
HD 85390 b,109,31.46517 Earths,8.526,2009
HD 85512 b,37,3.1783 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.112,2002
HD 86081 b,340,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.932,2009
HD 86226 c,149,7.25 Earths,7.932,2020
HD 86264 b,222,7 Jupiters,7.407,2009
HD 8673 b,124,14.2 Jupiters,6.31,2009
HD 86950 b,689,3.6 Jupiters,7.459,2016
HD 87646 b,441,12.4 Jupiters,8,2016
HD 85390 b,109,31.46517 Earths,8.526,2009
HD 85512 b,37,3.1783 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.112,2002
HD 86081 b,340,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.932,2009
HD 86226 c,149,7.25 Earths,7.932,2020
HD 86264 b,222,7 Jupiters,7.407,2009
HD 8673 b,124,14.2 Jupiters,6.31,2009
HD 86950 b,689,3.6 Jupiters,7.459,2016
HD 87646 b,441,12.4 Jupiters,8,2016
HD 87883 b,60,1.54 Jupiters,7.55,2009
HD 88133 b,241,1.02 Jupiters,8.01,2004
HD 89307 b,105,2.11 Jupiters,7.009,2009
HD 89345 b,433,34.9613 Earths,9.376,2018
HD 89744 b,126,8.35 Jupiters,5.72,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31,2000
HD 92788 c,113,3.67 Jupiters,7.31,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 87883 b,60,1.54 Jupiters,7.55,2009
HD 88133 b,241,1.02 Jupiters,8.01,2004
HD 89307 b,105,2.11 Jupiters,7.009,2009
HD 89345 b,433,34.9613 Earths,9.376,2018
HD 89744 b,126,8.35 Jupiters,5.72,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31,2000
HD 92788 c,113,3.67 Jupiters,7.31,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 87883 b,60,1.54 Jupiters,7.55,2009
HD 88133 b,241,1.02 Jupiters,8.01,2004
HD 89307 b,105,2.11 Jupiters,7.009,2009
HD 89345 b,433,34.9613 Earths,9.376,2018
HD 89744 b,126,8.35 Jupiters,5.72,1999
